,depth,date,location_code,sample_id_x,elapsed_days,field_season,green_algae,cyanobacteria,brown/mixed_algae,cryptophytes,yellow_substances,total_chlorophyll,sample_id_y,location_name,ctd_conductivity_mscm,ctd_temp_c
299,"(5, 6]",2018-12-29,MIE,MIE1819L2,5143 days,2018-19,3.6946153846153846,0.02153846153846154,0.5161538461538462,0.31153846153846154,0.08384615384615385,4.544615384615384,MIE1819L2,Lake Miers,0.08626857142857143,2.1995428571428572
300,"(5, 6]",2019-11-16,HOR,HOR1920L1,5465 days,2019-20,3.2441666666666666,0.021666666666666667,1.5166666666666666,1.1558333333333333,0.0525,5.9366666666666665,HOR1920L1,Lake Hoare,0.358425,0.33499999999999996
301,"(5, 6]",2019-12-13,HOR,HOR1920L2,5492 days,2019-20,2.5133333333333336,0.0,5.348888888888889,0.54,0.02888888888888889,8.402222222222223,HOR1920L2,Lake Hoare,0.3493,0.40325
302,"(5, 6]",2021-12-20,FRX,FRX2122L2,6230 days,2021-22,4.253846153846154,0.01076923076923077,0.7430769230769231,0.06307692307692309,0.16692307692307692,5.070769230769231,FRX2122L2,Lake Fryxell,0.88604,1.2414
303,"(5, 6]",2021-12-23,HOR,HOR2122L2,6233 days,2021-22,4.0975,0.0,0.6625,0.02125,0.021249999999999998,4.7825,HOR2122L2,Lake Hoare,0.35058,0.6967
304,"(5, 6]",2022-11-18,HOR,HOR2223L1,6563 days,2022-23,3.288888888888889,0.05444444444444444,0.23333333333333328,0.34777777777777774,0.027777777777777776,3.9255555555555555,HOR2223L1,Lake Hoare,0.34031,0.7657
305,"(5, 6]",2022-12-22,HOR,HOR2223L2,6597 days,2022-23,5.625,0.0,0.9890000000000001,0.10900000000000001,0.01,6.7219999999999995,HOR2223L2,Lake Hoare,0.34214285714285714,0.8817142857142857
306,"(6, 7]",2004-12-02,FRX,FRX0405L2,3 days,2004-05,0.47,0.0,4.01,0.505,0.175,4.98,FRX0405L2,Lake Fryxell,2.4240666666666666,1.1683333333333332
307,"(6, 7]",2004-12-07,HOR,HOR0405L2,8 days,2004-05,0.575,0.0,0.8674999999999999,0.0,0.05,1.4425,HOR0405L2,Lake Hoare,0.4575,0.5974999999999999
308,"(6, 7]",2004-12-29,FRX,FRX0405L3,30 days,2004-05,0.5425,0.0,3.9025,0.6799999999999999,0.295,5.125,FRX0405L3,Lake Fryxell,2.25765,1.13375
309,"(6, 7]",2004-12-30,HOR,HOR0405L3,31 days,2004-05,0.62,0.0,1.64,0.1,0.0,2.35,HOR0405L3,Lake Hoare,0.4643333333333333,0.591
310,"(6, 7]",2006-11-11,FRX,FRX0607L1,712 days,2006-07,0.0,0.0,3.465,2.715,0.03333333333333333,6.1816666666666675,FRX0607L1,Lake Fryxell,2.3057,1.5455
311,"(6, 7]",2006-11-17,HOR,HOR0607L1,718 days,2006-07,0.7996,0.0,0.7184,0.898,0.0,2.4164000000000003,HOR0607L1,Lake Hoare,0.47936666666666666,0.496
312,"(6, 7]",2006-12-15,HOR,HOR0607L2,746 days,2006-07,1.2191666666666665,0.0,1.245,0.36916666666666664,0.0,2.8316666666666666,HOR0607L2,Lake Hoare,0.48160000000000003,0.5734999999999999
313,"(6, 7]",2007-11-17,HOR,HOR0708L1,1083 days,2007-08,0.545,0.0,0.6366666666666666,0.7200000000000001,0.0016666666666666668,1.8983333333333334,HOR0708L1,Lake Hoare,0.46646666666666664,0.582
314,"(6, 7]",2007-12-28,FRX,FRX070808L3,1124 days,2007-08,4.0442857142857145,0.0,1.3242857142857143,0.005714285714285714,0.06571428571428571,5.3742857142857146,FRX0708L3,Lake Fryxell,2.2704,2.2496666666666667
315,"(6, 7]",2008-01-03,HOR,HOR0708L6,1130 days,2007-08,0.968,0.0,0.796,0.507,0.001,2.27,HOR0708L3,Lake Hoare,0.44803333333333334,0.8883333333333333
316,"(6, 7]",2008-01-20,FRX,FRX070808L4,1147 days,2007-08,3.375,0.0,0.9233333333333333,0.15333333333333335,0.125,4.45,FRX0708L4,Lake Fryxell,2.09905,2.4945
317,"(6, 7]",2008-01-24,HOR,HOR0708L4,1151 days,2007-08,1.3592857142857144,0.0,0.6885714285714286,0.26357142857142857,0.0007142857142857143,2.3099999999999996,HOR0708L4,Lake Hoare,0.46655,0.7415
318,"(6, 7]",2008-03-15,FRX,FRX070808L8,1202 days,2007-08,2.8875,0.0,1.6600000000000001,3.3275,0.155,7.875,FRX0708L8,Lake Fryxell,2.261233333333333,2.6176666666666666
319,"(6, 7]",2008-03-18,HOR,HOR0708L8,1205 days,2007-08,0.585,0.0075,0.4575,1.095,0.0175,2.1425,HOR0708L8,Lake Hoare,0.4091,1.0285
320,"(6, 7]",2008-11-13,FRX,FRX0809L1,1445 days,2008-09,2.0349999999999997,0.0,0.8649999999999999,0.1416666666666667,0.060000000000000005,3.043333333333333,FRX0809L1,Lake Fryxell,2.3024,2.322
321,"(6, 7]",2008-11-18,HOR,HOR0809L1,1450 days,2008-09,1.134,0.808,0.10400000000000001,0.016,0.0,2.058,HOR0809L1,Lake Hoare,0.47204999999999997,0.757
322,"(6, 7]",2008-12-14,FRX,FRX0809L2,1476 days,2008-09,3.4333333333333336,0.0,0.355,0.0,0.04833333333333334,3.7883333333333336,FRX0809L2,Lake Fryxell,2.406157142857143,2.6675714285714287
323,"(6, 7]",2008-12-17,HOR,HOR0809L2,1479 days,2008-09,1.3955555555555557,0.0,0.29333333333333333,0.07,0.0,1.76,HOR0809L2,Lake Hoare,0.4690111111111111,0.8795555555555556
324,"(6, 7]",2008-12-30,FRX,FRX0809L3,1492 days,2008-09,2.605,0.0,0.656,0.025,0.05700000000000001,3.2880000000000003,FRX0809L3,Lake Fryxell,2.2653000000000003,2.799285714285714
325,"(6, 7]",2008-12-31,HOR,HOR0809L3,1493 days,2008-09,1.41125,0.0,0.39249999999999996,0.00375,0.00125,1.80875,HOR0809L3,Lake Hoare,0.4565,1.109
326,"(6, 7]",2009-11-13,HOR,HOR0910L1,1810 days,2009-10,0.584,0.192,0.43,0.922,0.0,2.124,HOR0910L1,Lake Hoare,0.44955,0.677
327,"(6, 7]",2009-12-30,FRX,FRX0910L3,1857 days,2009-10,2.3899999999999997,0.01666666666666667,0.36333333333333334,0.38,0.12444444444444445,3.1500000000000004,FRX0910L3,Lake Fryxell,2.04776,2.7724
328,"(6, 7]",2010-11-15,HOR,HOR1011L1,2177 days,2010-11,1.90875,0.0,0.7275,0.38875,0.01125,3.025,HOR1011L1,Lake Hoare,0.445025,0.623125
329,"(6, 7]",2010-12-12,HOR,HOR1011L2,2204 days,2010-11,2.69,0.0,0.9075,0.0037500000000000003,0.04625,3.600625,HOR1011L2,Lake Hoare,0.4451111111111111,0.7627777777777778
330,"(6, 7]",2011-11-13,HOR,HOR1112L1,2540 days,2011-12,0.8623076923076923,0.0015384615384615385,0.8838461538461538,0.7253846153846154,0.022307692307692306,2.4723076923076923,HOR1112L1,Lake Hoare,0.41702222222222224,0.6466666666666667
331,"(6, 7]",2011-12-12,HOR,HOR1112L2,2569 days,2011-12,1.1957142857142855,0.0,1.4892857142857143,0.3057142857142857,0.019285714285714288,2.992142857142857,HOR1112L2,Lake Hoare,0.42445,0.6068749999999999
332,"(6, 7]",2012-11-14,MIE,MIE1213L1,2907 days,2012-13,2.4831250000000002,0.0,0.168125,0.0,0.10375000000000001,2.65,MIE1213L1,Lake Miers,0.07943,4.0514
333,"(6, 7]",2012-12-13,MIE,MIE1213L2,2936 days,2012-13,2.284,0.0,0.12,0.027000000000000003,0.0,2.431,MIE1213L2,Lake Miers,0.077325,3.98675
334,"(6, 7]",2013-11-16,FRX,FRX1314L1,3274 days,2013-14,0.32866666666666666,0.0,4.013333333333334,2.8026666666666666,0.098,7.144666666666667,FRX1314L1,Lake Fryxell,1.4049,1.91625
335,"(6, 7]",2013-11-29,MIE,MIE1314L1,3287 days,2013-14,3.4227272727272724,0.038181818181818185,0.2927272727272727,0.29454545454545455,0.21181818181818182,4.049090909090909,MIE1314L1,Lake Miers,0.07988888888888888,3.690666666666667
336,"(6, 7]",2013-12-12,JOY,JOY1314L1,3300 days,2013-14,1.9170000000000003,0.0,1.45,0.45199999999999996,0.011,3.8200000000000003,JOY1314,Lake Joyce,0.17626666666666668,0.2684444444444445
337,"(6, 7]",2014-11-14,MIE,MIE2014L1,3637 days,2014-15,2.59875,0.0,0.2725,0.0475,0.08125,2.92,MIE1415L1,Lake Miers,0.08573333333333334,3.8617777777777778
338,"(6, 7]",2014-12-12,FRX,FRX2014L2,3665 days,2014-15,4.6659999999999995,0.0,1.0470000000000002,0.0,0.05,5.714,FRX1415L2,Lake Fryxell,1.3763111111111113,2.1034444444444444
339,"(6, 7]",2014-12-14,HOR,HOR2014L2,3667 days,2014-15,2.8000000000000003,0.0,0.27166666666666667,0.0,0.0016666666666666668,3.0733333333333337,HOR1415L2,Lake Hoare,0.3717142857142857,1.0045714285714287
340,"(6, 7]",2014-12-17,MIE,MIE2014L2,3670 days,2014-15,1.62,0.0,0.29555555555555557,0.04111111111111111,0.09000000000000001,1.9577777777777778,MIE1415L2,Lake Miers,0.08674285714285714,4.023571428571429
341,"(6, 7]",2015-01-01,FRX,FRX2014L3,3685 days,2014-15,3.645,0.0,0.9071428571428571,0.005,0.07285714285714286,4.555714285714286,FRX1415L3,Lake Fryxell,1.4093125,2.3272500000000003
342,"(6, 7]",2015-11-13,MIE,MIE2015L1,4001 days,2015-16,2.873076923076923,0.0,0.7753846153846153,0.25384615384615383,0.030000000000000002,3.9007692307692308,MIE1516L1,Lake Miers,0.09115999999999999,3.7783
343,"(6, 7]",2015-12-13,HOR,HOR2015L2,4031 days,2015-16,2.4883333333333333,0.0,0.8983333333333333,0.11083333333333334,0.020833333333333332,3.4958333333333336,HOR1516L2,Lake Hoare,0.3438777777777778,0.9015555555555557
344,"(6, 7]",2016-01-01,FRX,FRX2015L3,4050 days,2015-16,4.326666666666667,0.0,0.9908333333333333,0.0033333333333333335,0.10416666666666667,5.318333333333333,FRX1516L3,Lake Fryxell,1.2906222222222223,2.2445555555555554
345,"(6, 7]",2016-11-12,MIE,MIE1617L2,4366 days,2016-17,2.3446153846153845,0.0,5.640769230769231,0.9023076923076924,0.13692307692307693,8.886153846153846,MIE1617L1,Lake Miers,0.0895,3.415625
346,"(6, 7]",2016-12-15,HOR,HOR1617L2,4399 days,2016-17,1.4666666666666666,0.0,1.8960000000000001,0.30866666666666664,0.062000000000000006,3.6700000000000004,HOR1617L2,Lake Hoare,0.34125,0.654625
347,"(6, 7]",2017-12-15,MIE,MIE1718L2,4764 days,2017-18,2.766923076923077,0.0,0.6753846153846154,0.2538461538461539,0.003076923076923077,3.6976923076923076,MIE1718L2,Lake Miers,0.08752499999999999,3.019
348,"(6, 7]",2018-11-15,HOR,HOR1819L1,5099 days,2018-19,1.6464285714285716,0.0,2.235,0.9292857142857143,0.05642857142857143,4.8100000000000005,HOR1819L1,Lake Hoare,0.35713428571428574,0.3311857142857143
349,"(6, 7]",2018-12-14,HOR,HOR1819L2,5128 days,2018-19,2.265,0.0,2.185,0.144375,0.054375,4.595625,HOR1819L2,Lake Hoare,0.362975,0.3976166666666667
350,"(6, 7]",2018-12-29,MIE,MIE1819L2,5143 days,2018-19,2.3461538461538463,0.02923076923076923,0.7446153846153846,0.3484615384615385,0.11692307692307692,3.4676923076923076,MIE1819L2,Lake Miers,0.08743666666666666,2.8704
351,"(6, 7]",2019-11-16,HOR,HOR1920L1,5465 days,2019-20,2.176,0.06266666666666668,1.0973333333333335,1.022,0.064,4.3566666666666665,HOR1920L1,Lake Hoare,0.37693333333333334,0.39799999999999996
352,"(6, 7]",2019-12-13,HOR,HOR1920L2,5492 days,2019-20,1.6212499999999999,0.0,3.2175000000000002,0.555,0.05625,5.3875,HOR1920L2,Lake Hoare,0.36296,0.4504
353,"(6, 7]",2021-12-20,FRX,FRX2122L2,6230 days,2021-22,4.6795,0.0,1.2025000000000001,0.051500000000000004,0.152,5.9350000000000005,FRX2122L2,Lake Fryxell,1.1396,1.6724444444444444
354,"(6, 7]",2021-12-23,HOR,HOR2122L2,6233 days,2021-22,3.97875,0.0,0.6175,0.11875,0.026250000000000002,4.7162500000000005,HOR2122L2,Lake Hoare,0.37102857142857143,0.7724285714285715
355,"(6, 7]",2022-11-18,HOR,HOR2223L1,6563 days,2022-23,2.518181818181818,0.08545454545454546,0.24545454545454543,0.26818181818181813,0.03636363636363637,3.1163636363636367,HOR2223L1,Lake Hoare,0.37340999999999996,0.8042999999999999
356,"(6, 7]",2022-12-22,HOR,HOR2223L2,6597 days,2022-23,3.4472727272727273,0.0,1.170909090909091,0.11181818181818182,0.02090909090909091,4.732727272727273,HOR2223L2,Lake Hoare,0.3729375,0.9508749999999999
357,"(7, 8]",2004-12-02,FRX,FRX0405L2,3 days,2004-05,0.0,0.0,10.815,2.195,0.04,13.015,FRX0405L2,Lake Fryxell,2.7683666666666666,1.54
358,"(7, 8]",2004-12-07,HOR,HOR0405L2,8 days,2004-05,0.5925,0.0,0.9624999999999999,0.01,0.06,1.565,HOR0405L2,Lake Hoare,0.51285,0.5945
359,"(7, 8]",2004-12-29,FRX,FRX0405L3,30 days,2004-05,0.0,0.0,4.59,1.13,0.5549999999999999,5.720000000000001,FRX0405L3,Lake Fryxell,2.6292,1.5135
360,"(7, 8]",2004-12-30,HOR,HOR0405L3,31 days,2004-05,0.4166666666666667,0.0,1.7133333333333332,0.15,0.023333333333333334,2.28,HOR0405L3,Lake Hoare,0.5265666666666666,0.5866666666666666
361,"(7, 8]",2006-11-11,FRX,FRX0607L1,712 days,2006-07,0.0,0.0,7.69375,6.91,0.0,14.6025,FRX0607L1,Lake Fryxell,2.712033333333333,1.7853333333333332
362,"(7, 8]",2006-11-17,HOR,HOR0607L1,718 days,2006-07,0.6789655172413793,0.0,0.8717241379310345,0.96,0.003793103448275862,2.5113793103448274,HOR0607L1,Lake Hoare,0.53425,0.46199999999999997
363,"(7, 8]",2006-12-15,HOR,HOR0607L2,746 days,2006-07,0.9792857142857142,0.0,1.3114285714285714,0.40857142857142853,0.0,2.6992857142857143,HOR0607L2,Lake Hoare,0.5331,0.508
364,"(7, 8]",2007-11-17,HOR,HOR0708L1,1083 days,2007-08,0.6133333333333334,0.0,0.6416666666666667,0.6866666666666666,0.0033333333333333335,1.9400000000000002,HOR0708L1,Lake Hoare,0.5175333333333333,0.585
365,"(7, 8]",2007-12-28,FRX,FRX070808L3,1124 days,2007-08,4.612857142857143,0.0,3.4785714285714286,1.4257142857142857,0.13428571428571429,9.515714285714285,FRX0708L3,Lake Fryxell,2.743233333333333,2.296
366,"(7, 8]",2008-01-03,HOR,HOR0708L6,1130 days,2007-08,0.835,0.0,0.7578571428571428,0.5335714285714286,0.0007142857142857143,2.13,HOR0708L3,Lake Hoare,0.50985,0.821
367,"(7, 8]",2008-01-20,FRX,FRX070808L4,1147 days,2007-08,5.0375,0.0,2.3675,0.755,0.105,8.157499999999999,FRX0708L4,Lake Fryxell,2.6866,2.452
368,"(7, 8]",2008-01-24,HOR,HOR0708L4,1151 days,2007-08,1.0635714285714286,0.0,0.8457142857142858,0.5228571428571429,0.0,2.43,HOR0708L4,Lake Hoare,0.5171,0.7825
369,"(7, 8]",2008-03-15,FRX,FRX070808L8,1202 days,2007-08,4.6025,0.0,3.2975000000000003,3.65,0.2775,11.55,FRX0708L8,Lake Fryxell,2.8236000000000003,2.646333333333333
370,"(7, 8]",2008-03-18,HOR,HOR0708L8,1205 days,2007-08,0.52,0.0,0.286,1.23,0.052000000000000005,2.036,HOR0708L8,Lake Hoare,0.4649666666666667,0.754
371,"(7, 8]",2008-11-13,FRX,FRX0809L1,1445 days,2008-09,2.52,0.0,2.1083333333333334,0.88,0.11333333333333333,5.505,FRX0809L1,Lake Fryxell,2.85365,2.4805
372,"(7, 8]",2008-11-18,HOR,HOR0809L1,1450 days,2008-09,0.952,0.8,0.168,0.0,0.0,1.9260000000000002,HOR0809L1,Lake Hoare,0.52015,0.7010000000000001
373,"(7, 8]",2008-12-14,FRX,FRX0809L2,1476 days,2008-09,3.6159999999999997,0.0,1.316,0.0,0.15,4.934,FRX0809L2,Lake Fryxell,2.89705,2.7265
374,"(7, 8]",2008-12-17,HOR,HOR0809L2,1479 days,2008-09,1.2075,0.0,0.36875,0.16125,0.0,1.73875,HOR0809L2,Lake Hoare,0.5218125,0.7355
375,"(7, 8]",2008-12-30,FRX,FRX0809L3,1492 days,2008-09,3.8099999999999996,0.0,1.7454545454545454,0.5690909090909091,0.0990909090909091,6.124545454545455,FRX0809L3,Lake Fryxell,2.8138888888888887,2.8314444444444447
376,"(7, 8]",2008-12-31,HOR,HOR0809L3,1493 days,2008-09,1.2544444444444443,0.0,0.35111111111111115,0.10888888888888888,0.003333333333333333,1.7155555555555555,HOR0809L3,Lake Hoare,0.5039714285714286,0.9927142857142857
377,"(7, 8]",2009-11-13,HOR,HOR0910L1,1810 days,2009-10,0.45,0.15,0.37,0.954,0.0,1.922,HOR0910L1,Lake Hoare,0.5008285714285715,0.613857142857143
378,"(7, 8]",2009-12-30,FRX,FRX0910L3,1857 days,2009-10,3.85125,0.0,1.32625,0.64625,0.20125,5.82125,FRX0910L3,Lake Fryxell,2.737477777777778,2.9286666666666665
379,"(7, 8]",2010-11-15,HOR,HOR1011L1,2177 days,2010-11,1.3857142857142857,0.0,0.6671428571428571,0.45142857142857146,0.05142857142857143,2.507142857142857,HOR1011L1,Lake Hoare,0.49945000000000006,0.5631
380,"(7, 8]",2010-12-12,HOR,HOR1011L2,2204 days,2010-11,2.0825,0.0,1.0383333333333333,0.09583333333333333,0.07666666666666667,3.2158333333333338,HOR1011L2,Lake Hoare,0.49481,0.7192000000000001
381,"(7, 8]",2011-11-13,HOR,HOR1112L1,2540 days,2011-12,0.7315384615384615,0.0,0.8584615384615385,0.7476923076923078,0.03692307692307692,2.336153846153846,HOR1112L1,Lake Hoare,0.4758,0.594875
382,"(7, 8]",2011-12-12,HOR,HOR1112L2,2569 days,2011-12,0.996923076923077,0.0,1.6530769230769229,0.40923076923076923,0.025384615384615387,3.0615384615384613,HOR1112L2,Lake Hoare,0.48479,0.5601
383,"(7, 8]",2012-11-14,MIE,MIE1213L1,2907 days,2012-13,2.5730769230769233,0.0,0.2353846153846154,0.0007692307692307692,0.08307692307692308,2.81,MIE1213L1,Lake Miers,0.08642222222222223,4.5873333333333335
384,"(7, 8]",2012-12-13,MIE,MIE1213L2,2936 days,2012-13,1.8492857142857144,0.0,0.10285714285714286,0.037142857142857144,0.0064285714285714285,1.9892857142857143,MIE1213L2,Lake Miers,0.08268571428571428,4.4317142857142855
385,"(7, 8]",2013-11-16,FRX,FRX1314L1,3274 days,2013-14,0.0,0.0,7.263333333333333,3.8983333333333334,0.14916666666666667,11.161666666666667,FRX1314L1,Lake Fryxell,2.2731666666666666,2.280111111111111
386,"(7, 8]",2013-11-29,MIE,MIE1314L1,3287 days,2013-14,3.226923076923077,0.029230769230769234,0.24384615384615385,0.4676923076923077,0.22846153846153847,3.9699999999999998,MIE1314L1,Lake Miers,0.08367777777777778,4.122888888888889
387,"(7, 8]",2013-12-12,JOY,JOY1314L1,3300 days,2013-14,0.26866666666666666,0.0,0.7846666666666666,1.0213333333333334,0.096,2.074,JOY1314,Lake Joyce,0.19695714285714286,0.29328571428571426
388,"(7, 8]",2014-11-14,MIE,MIE2014L1,3637 days,2014-15,2.3166666666666664,0.0,0.17416666666666666,0.049166666666666664,0.1025,2.540833333333333,MIE1415L1,Lake Miers,0.08652499999999999,4.006875
389,"(7, 8]",2014-12-12,FRX,FRX2014L2,3665 days,2014-15,4.927,0.0,2.6079999999999997,0.123,0.091,7.661,FRX1415L2,Lake Fryxell,2.2443444444444447,2.399
390,"(7, 8]",2014-12-14,HOR,HOR2014L2,3667 days,2014-15,2.465384615384615,0.0,0.5069230769230769,0.0,0.0023076923076923075,2.9723076923076923,HOR1415L2,Lake Hoare,0.4423166666666667,0.8221666666666666
391,"(7, 8]",2014-12-17,MIE,MIE2014L2,3670 days,2014-15,1.2472727272727273,0.0,0.19636363636363638,0.07818181818181819,0.10181818181818182,1.5199999999999998,MIE1415L2,Lake Miers,0.08686250000000001,4.037125
392,"(7, 8]",2015-01-01,FRX,FRX2014L3,3685 days,2014-15,4.4935294117647056,0.0,1.8800000000000001,0.15647058823529414,0.13705882352941176,6.529411764705882,FRX1415L3,Lake Fryxell,2.2172875,2.51225
393,"(7, 8]",2015-11-13,MIE,MIE2015L1,4001 days,2015-16,2.325,0.0,0.9129999999999999,0.254,0.033,3.492,MIE1516L1,Lake Miers,0.09163,3.8892
394,"(7, 8]",2015-12-13,HOR,HOR2015L2,4031 days,2015-16,2.9035294117647057,0.0,1.296470588235294,0.057058823529411766,0.009411764705882354,4.2570588235294125,HOR1516L2,Lake Hoare,0.41457777777777777,0.894888888888889
395,"(7, 8]",2016-01-01,FRX,FRX2015L3,4050 days,2015-16,4.648461538461539,0.0,1.2669230769230768,0.18692307692307694,0.19307692307692306,6.103076923076923,FRX1516L3,Lake Fryxell,2.1844625,2.471625
396,"(7, 8]",2016-11-12,MIE,MIE1617L2,4366 days,2016-17,0.4509090909090909,0.0,8.073636363636364,1.6600000000000001,0.2072727272727273,10.182727272727274,MIE1617L1,Lake Miers,0.09121,3.9052
397,"(7, 8]",2016-12-15,HOR,HOR1617L2,4399 days,2016-17,1.407058823529412,0.0,2.326470588235294,0.4335294117647059,0.05823529411764706,4.167058823529412,HOR1617L2,Lake Hoare,0.402775,0.6581250000000001
398,"(7, 8]",2017-12-15,MIE,MIE1718L2,4764 days,2017-18,2.709090909090909,0.0,0.17454545454545456,0.3154545454545455,0.02909090909090909,3.1990909090909088,MIE1718L2,Lake Miers,0.08965714285714287,3.475285714285714
399,"(7, 8]",2018-11-15,HOR,HOR1819L1,5099 days,2018-19,1.7226666666666666,0.0,2.046,0.9013333333333333,0.03933333333333333,4.671333333333333,HOR1819L1,Lake Hoare,0.39554,0.39072
400,"(7, 8]",2018-12-14,HOR,HOR1819L2,5128 days,2018-19,1.9368750000000001,0.0,2.475625,0.24625,0.061875,4.658125,HOR1819L2,Lake Hoare,0.39921249999999997,0.4292375
401,"(7, 8]",2018-12-29,MIE,MIE1819L2,5143 days,2018-19,1.844375,0.043125,0.6975,0.3525,0.128125,2.935,MIE1819L2,Lake Miers,0.08859714285714285,3.3059285714285713
402,"(7, 8]",2019-11-16,HOR,HOR1920L1,5465 days,2019-20,1.784375,0.0975,1.12375,0.95625,0.10375000000000001,3.963125,HOR1920L1,Lake Hoare,0.41552500000000003,0.421
403,"(7, 8]",2019-12-13,HOR,HOR1920L2,5492 days,2019-20,0.6825,0.0,3.43,0.7875,0.17500000000000002,4.9,HOR1920L2,Lake Hoare,0.3882888888888889,0.45855555555555555
404,"(7, 8]",2021-12-20,FRX,FRX2122L2,6230 days,2021-22,6.106190476190475,0.0,2.220952380952381,0.11571428571428573,0.21904761904761902,8.444761904761904,FRX2122L2,Lake Fryxell,1.9354399999999998,2.0421
405,"(7, 8]",2021-12-23,HOR,HOR2122L2,6233 days,2021-22,3.2640000000000002,0.0,1.0379999999999998,0.147,0.038,4.449,HOR2122L2,Lake Hoare,0.39104999999999995,0.847
406,"(7, 8]",2022-11-18,HOR,HOR2223L1,6563 days,2022-23,1.989090909090909,0.14363636363636365,0.3727272727272727,0.21,0.046363636363636364,2.7145454545454544,HOR2223L1,Lake Hoare,0.40311111111111114,0.8172222222222222
407,"(7, 8]",2022-12-22,HOR,HOR2223L2,6597 days,2022-23,2.805,0.0,0.9,0.265,0.031,3.972,HOR2223L2,Lake Hoare,0.407325,0.8847499999999999
408,"(8, 9]",2004-12-02,FRX,FRX0405L2,3 days,2004-05,0.0,0.0,10.885,2.58,0.02,13.465,FRX0405L2,Lake Fryxell,3.4076500000000003,1.6975
409,"(8, 9]",2004-12-07,HOR,HOR0405L2,8 days,2004-05,0.46749999999999997,0.0,0.96,0.095,0.095,1.5125,HOR0405L2,Lake Hoare,0.553625,0.568
410,"(8, 9]",2004-12-29,FRX,FRX0405L3,30 days,2004-05,0.0,0.0,4.346666666666667,1.3666666666666665,0.8533333333333334,5.713333333333334,FRX0405L3,Lake Fryxell,3.1104333333333334,1.7329999999999999
411,"(8, 9]",2004-12-30,HOR,HOR0405L3,31 days,2004-05,0.245,0.0,1.7850000000000001,0.245,0.055,2.27,HOR0405L3,Lake Hoare,0.5541,0.602
412,"(8, 9]",2006-11-11,FRX,FRX0607L1,712 days,2006-07,0.0,0.0,4.3025,4.12125,0.16999999999999998,8.425,FRX0607L1,Lake Fryxell,3.2423,1.9264999999999999
413,"(8, 9]",2006-11-17,HOR,HOR0607L1,718 days,2006-07,0.45970588235294113,0.0,1.092941176470588,0.8879411764705882,0.005,2.44235294117647,HOR0607L1,Lake Hoare,0.56125,0.4265
414,"(8, 9]",2006-12-15,HOR,HOR0607L2,746 days,2006-07,0.7446153846153846,0.0,1.3469230769230767,0.5276923076923077,0.006923076923076922,2.62,HOR0607L2,Lake Hoare,0.5627,0.4995
415,"(8, 9]",2007-11-17,HOR,HOR0708L1,1083 days,2007-08,0.48600000000000004,0.0,0.62,0.738,0.018,1.844,HOR0708L1,Lake Hoare,0.5535,0.5305
416,"(8, 9]",2007-12-28,FRX,FRX070808L3,1124 days,2007-08,3.081666666666667,0.0,4.826666666666667,3.4066666666666667,0.075,11.315,FRX0708L3,Lake Fryxell,3.3378666666666668,2.3800000000000003
417,"(8, 9]",2008-01-03,HOR,HOR0708L6,1130 days,2007-08,0.612,0.0,0.778,0.749,0.016,2.141,HOR0708L3,Lake Hoare,0.5489333333333333,0.7696666666666667
418,"(8, 9]",2008-01-20,FRX,FRX070808L4,1147 days,2007-08,3.5840000000000005,0.0,3.44,2.698,0.128,9.724,FRX0708L4,Lake Fryxell,3.3341,2.418
419,"(8, 9]",2008-01-24,HOR,HOR0708L4,1151 days,2007-08,0.9299999999999999,0.0,0.9078571428571429,0.6207142857142857,0.0035714285714285718,2.460714285714286,HOR0708L4,Lake Hoare,0.5529,0.764
420,"(8, 9]",2008-03-15,FRX,FRX070808L8,1202 days,2007-08,5.0175,0.0,5.2075000000000005,5.78,0.035,16.0,FRX0708L8,Lake Fryxell,3.4477666666666664,2.5893333333333333
421,"(8, 9]",2008-03-18,HOR,HOR0708L8,1205 days,2007-08,0.47400000000000003,0.008,0.40199999999999997,1.23,0.033999999999999996,2.118,HOR0708L8,Lake Hoare,0.5106333333333334,0.722
422,"(8, 9]",2008-11-13,FRX,FRX0809L1,1445 days,2008-09,1.4380000000000002,0.0,2.758,2.254,0.2,6.45,FRX0809L1,Lake Fryxell,3.49565,2.5235
423,"(8, 9]",2008-11-18,HOR,HOR0809L1,1450 days,2008-09,0.932,0.75,0.12,0.01,0.002,1.812,HOR0809L1,Lake Hoare,0.5601,0.646
424,"(8, 9]",2008-12-14,FRX,FRX0809L2,1476 days,2008-09,2.7960000000000003,0.0,1.9920000000000002,0.692,0.32,5.482,FRX0809L2,Lake Fryxell,3.5460777777777777,2.7342222222222223
425,"(8, 9]",2008-12-17,HOR,HOR0809L2,1479 days,2008-09,1.09,0.0,0.449,0.24500000000000002,0.001,1.7850000000000001,HOR0809L2,Lake Hoare,0.5586,0.7177
426,"(8, 9]",2008-12-30,FRX,FRX0809L3,1492 days,2008-09,3.8310000000000004,0.0,2.964,1.491,0.095,8.285,FRX0809L3,Lake Fryxell,3.3970555555555553,2.850111111111111
427,"(8, 9]",2008-12-31,HOR,HOR0809L3,1493 days,2008-09,0.9522222222222223,0.0,0.40444444444444444,0.18888888888888888,0.0,1.5422222222222222,HOR0809L3,Lake Hoare,0.55225,0.794625
